state_name,district_name,season,crop,rainfall,temp
Bihar,GOPALGANJ,july,oilseeds,,
Bihar,GOPALGANJ,september,cauliflower,,
Bihar,GOPALGANJ,november,cauliflower,,
Bihar,GOPALGANJ,december,cauliflower,,
Bihar,GOPALGANJ,october,cabbage,,
Bihar,GOPALGANJ,november,cabbage,,
Bihar,GOPALGANJ,december,cabbage,,
Bihar,GOPALGANJ,april,tomato,,
Bihar,GOPALGANJ,may,tomato,,
Bihar,GOPALGANJ,june,tomato,,
Bihar,GOPALGANJ,november,capsicum,,
Bihar,GOPALGANJ,september,radish,,
Bihar,GOPALGANJ,october,cabbage,,
Bihar,GOPALGANJ,november,cabbage,,
Bihar,GOPALGANJ,february,chilli,,
Bihar,GOPALGANJ,march,chilli,,
Bihar,GOPALGANJ,march,cucumber,,
Bihar,GOPALGANJ,april,cucumber,,
Bihar,GOPALGANJ,october,patato,,
Bihar,GOPALGANJ,november,patato,,
Bihar,GOPALGANJ,december,patato,,
Bihar,GOPALGANJ,october,barley,,
Bihar,GOPALGANJ,november,barley,,
Bihar,GOPALGANJ,december,barley,,
Bihar,GOPALGANJ,october,onion,,
Bihar,GOPALGANJ,november,onion,,
Bihar,GOPALGANJ,january,pulses,,
Bihar,GOPALGANJ,february,pulses,,
Bihar,GOPALGANJ,march,pulses,,
Bihar,GOPALGANJ,september,coriander,,
Bihar,GOPALGANJ,october,garlic,,
Bihar,GOPALGANJ,september,garlic,,
Bihar,GOPALGANJ,november,garlic,,
Bihar,GOPALGANJ,february,bottle gourd,,
Bihar,GOPALGANJ,march,bottle gourd,,
Bihar,GOPALGANJ,june,bottle gourd,,
Bihar,GOPALGANJ,july,bottle gourd,,
Bihar,GOPALGANJ,august,carrot,,
Bihar,GOPALGANJ,september,carrot,,
Bihar,GOPALGANJ,october,carrot,,
Bihar,GOPALGANJ,november,tomato,,
Bihar,GOPALGANJ,december,tomato,,
Bihar,GOPALGANJ,october,tomato,,
Bihar,GOPALGANJ,september,spinach,,
Bihar,GOPALGANJ,october,spinach,,
Bihar,GOPALGANJ,november,spinach,,
Bihar,GOPALGANJ,august,radish,,
Bihar,GOPALGANJ,september,radish,,
Bihar,GOPALGANJ,october,radish,,
Bihar,GOPALGANJ,november,radish,,
Bihar,GOPALGANJ,january,radish,,
Bihar,GOPALGANJ,october,beetroot,,
Bihar,GOPALGANJ,november,beetroot,,
Bihar,KISHANGANJ,january,sugarcane,,
Bihar,KISHANGANJ,february,sugarcane,,
Bihar,KISHANGANJ,march,sugarcane,,
Bihar,KISHANGANJ,april,jute,,
Bihar,KISHANGANJ,may,jute,,
Bihar,KISHANGANJ,june,rice,,
Bihar,KISHANGANJ,july,rice,,
Bihar,KISHANGANJ,august,oilseeds,,
Bihar,KISHANGANJ,september,oilseeds,,
Bihar,KISHANGANJ,october,cauliflower,,
Bihar,KISHANGANJ,november,wheat,,
Bihar,KISHANGANJ,december,wheat,,
Bihar,KISHANGANJ,march,jute,,
Bihar,KISHANGANJ,june,maize,,
Bihar,KISHANGANJ,july,maize,,
Bihar,KISHANGANJ,june,oilseeds,,
Bihar,KISHANGANJ,july,oilseeds,,
Bihar,KISHANGANJ,september,cauliflower,,
Bihar,KISHANGANJ,november,cauliflower,,
Bihar,KISHANGANJ,december,cauliflower,,
Bihar,KISHANGANJ,october,cabbage,,
Bihar,KISHANGANJ,november,cabbage,,
Bihar,KISHANGANJ,december,cabbage,,
Bihar,KISHANGANJ,april,tomato,,
Bihar,KISHANGANJ,may,tomato,,
Bihar,KISHANGANJ,june,tomato,,
Bihar,KISHANGANJ,november,capsicum,,
Bihar,KISHANGANJ,september,radish,,
Bihar,KISHANGANJ,october,cabbage,,
Bihar,KISHANGANJ,november,cabbage,,
Bihar,KISHANGANJ,february,chilli,,
Bihar,KISHANGANJ,march,chilli,,
Bihar,KISHANGANJ,march,cucumber,,
Bihar,KISHANGANJ,april,cucumber,,
Bihar,KISHANGANJ,october,patato,,
Bihar,KISHANGANJ,november,patato,,
Bihar,KISHANGANJ,december,patato,,
Bihar,KISHANGANJ,october,barley,,
Bihar,KISHANGANJ,november,barley,,
Bihar,KISHANGANJ,december,barley,,
Bihar,KISHANGANJ,october,onion,,
Bihar,KISHANGANJ,november,onion,,
Bihar,KISHANGANJ,january,pulses,,
Bihar,KISHANGANJ,february,pulses,,
Bihar,KISHANGANJ,march,pulses,,
Bihar,KISHANGANJ,september,coriander,,
Bihar,KISHANGANJ,october,garlic,,
Bihar,KISHANGANJ,september,garlic,,
Bihar,KISHANGANJ,november,garlic,,
Bihar,KISHANGANJ,february,bottle gourd,,
Bihar,KISHANGANJ,march,bottle gourd,,
Bihar,KISHANGANJ,june,bottle gourd,,
Bihar,KISHANGANJ,july,bottle gourd,,
Bihar,KISHANGANJ,august,carrot,,
Bihar,KISHANGANJ,september,carrot,,
Bihar,KISHANGANJ,october,carrot,,
Bihar,KISHANGANJ,november,tomato,,
Bihar,KISHANGANJ,december,tomato,,
Bihar,KISHANGANJ,october,tomato,,
Bihar,KISHANGANJ,september,spinach,,
Bihar,KISHANGANJ,october,spinach,,
Bihar,KISHANGANJ,november,spinach,,
Bihar,KISHANGANJ,august,radish,,
Bihar,KISHANGANJ,september,radish,,
Bihar,KISHANGANJ,october,radish,,
Bihar,KISHANGANJ,november,radish,,
Bihar,KISHANGANJ,january,radish,,
Bihar,KISHANGANJ,october,beetroot,,
Bihar,KISHANGANJ,november,beetroot,,
Bihar,MADHUBANI,january,sugarcane,,
Bihar,MADHUBANI,february,sugarcane,,
Bihar,MADHUBANI,march,sugarcane,,
Bihar,MADHUBANI,april,jute,,
Bihar,MADHUBANI,may,jute,,
Bihar,MADHUBANI,june,rice,,
Bihar,MADHUBANI,july,rice,,
Bihar,MADHUBANI,august,oilseeds,,
Bihar,MADHUBANI,september,oilseeds,,
Bihar,MADHUBANI,october,cauliflower,,
Bihar,MADHUBANI,november,wheat,,
Bihar,MADHUBANI,december,wheat,,
Bihar,MADHUBANI,march,jute,,
Bihar,MADHUBANI,june,maize,,
Bihar,MADHUBANI,july,maize,,
Bihar,MADHUBANI,june,oilseeds,,
Bihar,MADHUBANI,july,oilseeds,,
Bihar,MADHUBANI,september,cauliflower,,
Bihar,MADHUBANI,november,cauliflower,,
Bihar,MADHUBANI,december,cauliflower,,
Bihar,MADHUBANI,october,cabbage,,
Bihar,MADHUBANI,november,cabbage,,
Bihar,MADHUBANI,december,cabbage,,
Bihar,MADHUBANI,april,tomato,,
Bihar,MADHUBANI,may,tomato,,
Bihar,MADHUBANI,june,tomato,,
Bihar,MADHUBANI,november,capsicum,,
Bihar,MADHUBANI,september,radish,,
Bihar,MADHUBANI,october,cabbage,,
Bihar,MADHUBANI,november,cabbage,,
Bihar,MADHUBANI,february,chilli,,
Bihar,MADHUBANI,march,chilli,,
Bihar,MADHUBANI,march,cucumber,,
Bihar,MADHUBANI,april,cucumber,,
Bihar,MADHUBANI,october,patato,,
Bihar,MADHUBANI,november,patato,,
Bihar,MADHUBANI,december,patato,,
Bihar,MADHUBANI,october,barley,,
Bihar,MADHUBANI,november,barley,,
Bihar,MADHUBANI,december,barley,,
Bihar,MADHUBANI,october,onion,,
Bihar,MADHUBANI,november,onion,,
Bihar,MADHUBANI,january,pulses,,
Bihar,MADHUBANI,february,pulses,,
Bihar,MADHUBANI,march,pulses,,
Bihar,MADHUBANI,september,coriander,,
Bihar,MADHUBANI,october,garlic,,
Bihar,MADHUBANI,september,garlic,,
Bihar,MADHUBANI,november,garlic,,
Bihar,MADHUBANI,february,bottle gourd,,
Bihar,MADHUBANI,march,bottle gourd,,
Bihar,MADHUBANI,june,bottle gourd,,
Bihar,MADHUBANI,july,bottle gourd,,
Bihar,MADHUBANI,august,carrot,,
Bihar,MADHUBANI,september,carrot,,
Bihar,MADHUBANI,october,carrot,,
Bihar,MADHUBANI,november,tomato,,
Bihar,MADHUBANI,december,tomato,,
Bihar,MADHUBANI,october,tomato,,
Bihar,MADHUBANI,september,spinach,,
Bihar,MADHUBANI,october,spinach,,
Bihar,MADHUBANI,november,spinach,,
Bihar,MADHUBANI,august,radish,,
Bihar,MADHUBANI,september,radish,,
Bihar,MADHUBANI,october,radish,,
Bihar,MADHUBANI,november,radish,,
Bihar,MADHUBANI,january,radish,,
Bihar,MADHUBANI,october,beetroot,,
Bihar,MADHUBANI,november,beetroot,,
Bihar,NAWADA,january,sugarcane,,
Bihar,NAWADA,february,sugarcane,,
Bihar,NAWADA,march,sugarcane,,
Bihar,NAWADA,april,jute,,
Bihar,NAWADA,may,jute,,
Bihar,NAWADA,june,rice,,
Bihar,NAWADA,july,rice,,
Bihar,NAWADA,august,oilseeds,,
Bihar,NAWADA,september,oilseeds,,
Bihar,NAWADA,october,cauliflower,,
Bihar,NAWADA,november,wheat,,
Bihar,NAWADA,december,wheat,,
Bihar,NAWADA,march,jute,,
Bihar,NAWADA,june,maize,,
Bihar,NAWADA,july,maize,,
Bihar,NAWADA,june,oilseeds,,
Bihar,NAWADA,july,oilseeds,,
Bihar,NAWADA,september,cauliflower,,
Bihar,NAWADA,november,cauliflower,,
Bihar,NAWADA,december,cauliflower,,
Bihar,NAWADA,october,cabbage,,
Bihar,NAWADA,november,cabbage,,
Bihar,NAWADA,december,cabbage,,
Bihar,NAWADA,april,tomato,,
Bihar,NAWADA,may,tomato,,
Bihar,NAWADA,june,tomato,,
Bihar,NAWADA,november,capsicum,,
Bihar,NAWADA,september,radish,,
Bihar,NAWADA,october,cabbage,,
Bihar,NAWADA,november,cabbage,,
Bihar,NAWADA,february,chilli,,
Bihar,NAWADA,march,chilli,,
Bihar,NAWADA,march,cucumber,,
Bihar,NAWADA,april,cucumber,,
Bihar,NAWADA,october,patato,,
Bihar,NAWADA,november,patato,,
Bihar,NAWADA,december,patato,,
Bihar,NAWADA,october,barley,,
Bihar,NAWADA,november,barley,,
Bihar,NAWADA,december,barley,,
Bihar,NAWADA,october,onion,,
Bihar,NAWADA,november,onion,,
Bihar,NAWADA,january,pulses,,
Bihar,NAWADA,february,pulses,,
Bihar,NAWADA,march,pulses,,
Bihar,NAWADA,september,coriander,,
Bihar,NAWADA,october,garlic,,
Bihar,NAWADA,september,garlic,,
Bihar,NAWADA,november,garlic,,
Bihar,NAWADA,february,bottle gourd,,
Bihar,NAWADA,march,bottle gourd,,
Bihar,NAWADA,june,bottle gourd,,
Bihar,NAWADA,july,bottle gourd,,
Bihar,NAWADA,august,carrot,,
Bihar,NAWADA,september,carrot,,
Bihar,NAWADA,october,carrot,,
Bihar,NAWADA,november,tomato,,
Bihar,NAWADA,december,tomato,,
Bihar,NAWADA,october,tomato,,
Bihar,NAWADA,september,spinach,,
Bihar,NAWADA,october,spinach,,
Bihar,NAWADA,november,spinach,,
Bihar,NAWADA,august,radish,,
Bihar,NAWADA,september,radish,,
Bihar,NAWADA,october,radish,,
Bihar,NAWADA,november,radish,,
Bihar,NAWADA,january,radish,,
Bihar,NAWADA,october,beetroot,,
Bihar,NAWADA,november,beetroot,,
Bihar,PATNA,january,sugarcane,,
Bihar,PATNA,february,sugarcane,,
Bihar,PATNA,march,sugarcane,,
Bihar,PATNA,april,jute,,
Bihar,PATNA,may,jute,,
Bihar,PATNA,june,rice,,
Bihar,PATNA,july,rice,,
Bihar,PATNA,august,oilseeds,,
Bihar,PATNA,september,oilseeds,,
Bihar,PATNA,october,cauliflower,,
Bihar,PATNA,november,wheat,,
Bihar,PATNA,december,wheat,,
Bihar,PATNA,march,jute,,
Bihar,PATNA,june,maize,,
Bihar,PATNA,july,maize,,
Bihar,PATNA,june,oilseeds,,
Bihar,PATNA,july,oilseeds,,
Bihar,PATNA,september,cauliflower,,
Bihar,PATNA,november,cauliflower,,
Bihar,PATNA,december,cauliflower,,
Bihar,PATNA,october,cabbage,,
Bihar,PATNA,november,cabbage,,
Bihar,PATNA,december,cabbage,,
Bihar,PATNA,april,tomato,,
Bihar,PATNA,may,tomato,,
Bihar,PATNA,june,tomato,,
Bihar,PATNA,november,capsicum,,
Bihar,PATNA,september,radish,,
Bihar,PATNA,october,cabbage,,
Bihar,PATNA,november,cabbage,,
Bihar,PATNA,february,chilli,,
Bihar,PATNA,march,chilli,,
Bihar,PATNA,march,cucumber,,
Bihar,PATNA,april,cucumber,,
Bihar,PATNA,october,patato,,
Bihar,PATNA,november,patato,,
Bihar,PATNA,december,patato,,
Bihar,PATNA,october,barley,,
Bihar,PATNA,november,barley,,
Bihar,PATNA,december,barley,,
Bihar,PATNA,october,onion,,
Bihar,PATNA,november,onion,,
Bihar,PATNA,january,pulses,,
Bihar,PATNA,february,pulses,,
Bihar,PATNA,march,pulses,,
Bihar,PATNA,september,coriander,,
Bihar,PATNA,october,garlic,,
Bihar,PATNA,september,garlic,,
Bihar,PATNA,november,garlic,,
Bihar,PATNA,february,bottle gourd,,
Bihar,PATNA,march,bottle gourd,,
Bihar,PATNA,june,bottle gourd,,
Bihar,PATNA,july,bottle gourd,,
Bihar,PATNA,august,carrot,,
Bihar,PATNA,september,carrot,,
Bihar,PATNA,october,carrot,,
Bihar,PATNA,november,tomato,,
Bihar,PATNA,december,tomato,,
Bihar,PATNA,october,tomato,,
Bihar,PATNA,september,spinach,,
Bihar,PATNA,october,spinach,,
Bihar,PATNA,november,spinach,,
Bihar,PATNA,august,radish,,
Bihar,PATNA,september,radish,,
Bihar,PATNA,october,radish,,
Bihar,PATNA,november,radish,,
Bihar,PATNA,january,radish,,
Bihar,PATNA,october,beetroot,,
Bihar,PATNA,november,beetroot,,
Bihar,ROHTAS,january,sugarcane,,
Bihar,ROHTAS,february,sugarcane,,
Bihar,ROHTAS,march,sugarcane,,
Bihar,ROHTAS,april,jute,,
Bihar,ROHTAS,may,jute,,
Bihar,ROHTAS,june,rice,,
Bihar,ROHTAS,july,rice,,
Bihar,ROHTAS,august,oilseeds,,
Bihar,ROHTAS,september,oilseeds,,
Bihar,ROHTAS,october,cauliflower,,
Bihar,ROHTAS,november,wheat,,
Bihar,ROHTAS,december,wheat,,
Bihar,ROHTAS,march,jute,,
Bihar,ROHTAS,june,maize,,
Bihar,ROHTAS,july,maize,,
Bihar,ROHTAS,june,oilseeds,,
Bihar,ROHTAS,july,oilseeds,,
Bihar,ROHTAS,september,cauliflower,,
Bihar,ROHTAS,november,cauliflower,,
Bihar,ROHTAS,december,cauliflower,,
Bihar,ROHTAS,october,cabbage,,
Bihar,ROHTAS,november,cabbage,,
Bihar,ROHTAS,december,cabbage,,
Bihar,ROHTAS,april,tomato,,
Bihar,ROHTAS,may,tomato,,
Bihar,ROHTAS,june,tomato,,
Bihar,ROHTAS,november,capsicum,,
Bihar,ROHTAS,september,radish,,
Bihar,ROHTAS,october,cabbage,,
Bihar,ROHTAS,november,cabbage,,
Bihar,ROHTAS,february,chilli,,
Bihar,ROHTAS,march,chilli,,
Bihar,ROHTAS,march,cucumber,,
Bihar,ROHTAS,april,cucumber,,
Bihar,ROHTAS,october,patato,,
Bihar,ROHTAS,november,patato,,
Bihar,ROHTAS,december,patato,,
Bihar,ROHTAS,october,barley,,
Bihar,ROHTAS,november,barley,,
Bihar,ROHTAS,december,barley,,
Bihar,ROHTAS,october,onion,,
Bihar,ROHTAS,november,onion,,
Bihar,ROHTAS,january,pulses,,
Bihar,ROHTAS,february,pulses,,
Bihar,ROHTAS,march,pulses,,
Bihar,ROHTAS,september,coriander,,
Bihar,ROHTAS,october,garlic,,
Bihar,ROHTAS,september,garlic,,
Bihar,ROHTAS,november,garlic,,
Bihar,ROHTAS,february,bottle gourd,,
Bihar,ROHTAS,march,bottle gourd,,
Bihar,ROHTAS,june,bottle gourd,,
Bihar,ROHTAS,july,bottle gourd,,
Bihar,ROHTAS,august,carrot,,
Bihar,ROHTAS,september,carrot,,
Bihar,ROHTAS,october,carrot,,
Bihar,ROHTAS,november,tomato,,
Bihar,ROHTAS,december,tomato,,
Bihar,ROHTAS,october,tomato,,
Bihar,ROHTAS,september,spinach,,
Bihar,ROHTAS,october,spinach,,
Bihar,ROHTAS,november,spinach,,
Bihar,ROHTAS,august,radish,,
Bihar,ROHTAS,september,radish,,
Bihar,ROHTAS,october,radish,,
Bihar,ROHTAS,november,radish,,
Bihar,ROHTAS,january,radish,,
Bihar,ROHTAS,october,beetroot,,
Bihar,ROHTAS,november,beetroot,,
Bihar,SITAMARHI,january,sugarcane,,
Bihar,SITAMARHI,february,sugarcane,,
Bihar,SITAMARHI,march,sugarcane,,
Bihar,SITAMARHI,april,jute,,
Bihar,SITAMARHI,may,jute,,
Bihar,SITAMARHI,june,rice,,
Bihar,SITAMARHI,july,rice,,
Bihar,SITAMARHI,august,oilseeds,,
Bihar,SITAMARHI,september,oilseeds,,
Bihar,SITAMARHI,october,cauliflower,,
Bihar,SITAMARHI,november,wheat,,
Bihar,SITAMARHI,december,wheat,,
Bihar,SITAMARHI,march,jute,,
Bihar,SITAMARHI,june,maize,,
Bihar,SITAMARHI,july,maize,,
Bihar,SITAMARHI,june,oilseeds,,
Bihar,SITAMARHI,july,oilseeds,,
Bihar,SITAMARHI,september,cauliflower,,
Bihar,SITAMARHI,november,cauliflower,,
Bihar,SITAMARHI,december,cauliflower,,
Bihar,SITAMARHI,october,cabbage,,
Bihar,SITAMARHI,november,cabbage,,
Bihar,SITAMARHI,december,cabbage,,
Bihar,SITAMARHI,april,tomato,,
Bihar,SITAMARHI,may,tomato,,
Bihar,SITAMARHI,june,tomato,,
Bihar,SITAMARHI,november,capsicum,,
Bihar,SITAMARHI,september,radish,,
Bihar,SITAMARHI,october,cabbage,,
Bihar,SITAMARHI,november,cabbage,,
Bihar,SITAMARHI,february,chilli,,
Bihar,SITAMARHI,march,chilli,,
Bihar,SITAMARHI,march,cucumber,,
Bihar,SITAMARHI,april,cucumber,,
Bihar,SITAMARHI,october,patato,,
Bihar,SITAMARHI,november,patato,,
Bihar,SITAMARHI,december,patato,,
Bihar,SITAMARHI,october,barley,,
Bihar,SITAMARHI,november,barley,,
Bihar,SITAMARHI,december,barley,,
Bihar,SITAMARHI,october,onion,,
Bihar,SITAMARHI,november,onion,,
Bihar,SITAMARHI,january,pulses,,
Bihar,SITAMARHI,february,pulses,,
Bihar,SITAMARHI,march,pulses,,
Bihar,SITAMARHI,september,coriander,,
Bihar,SITAMARHI,october,garlic,,
Bihar,SITAMARHI,september,garlic,,
Bihar,SITAMARHI,november,garlic,,
Bihar,SITAMARHI,february,bottle gourd,,
Bihar,SITAMARHI,march,bottle gourd,,
Bihar,SITAMARHI,june,bottle gourd,,
Bihar,SITAMARHI,july,bottle gourd,,
Bihar,SITAMARHI,august,carrot,,
Bihar,SITAMARHI,september,carrot,,
Bihar,SITAMARHI,october,carrot,,
Bihar,SITAMARHI,november,tomato,,
Bihar,SITAMARHI,december,tomato,,
Bihar,SITAMARHI,october,tomato,,
Bihar,SITAMARHI,september,spinach,,
Bihar,SITAMARHI,october,spinach,,
Bihar,SITAMARHI,november,spinach,,
Bihar,SITAMARHI,august,radish,,
Bihar,SITAMARHI,september,radish,,
Bihar,SITAMARHI,october,radish,,
Bihar,SITAMARHI,november,radish,,
Bihar,SITAMARHI,january,radish,,
Bihar,SITAMARHI,october,beetroot,,
Bihar,SITAMARHI,november,beetroot,,
Haryana,AMBALA,january,sugarcane,,
Haryana,AMBALA,february,sugarcane,,
Haryana,AMBALA,march,sugarcane,,
Haryana,AMBALA,april,jute,,
Haryana,AMBALA,may,jute,,
Haryana,AMBALA,june,rice,,
Haryana,AMBALA,july,rice,,
Haryana,AMBALA,august,oilseeds,,
Haryana,AMBALA,september,oilseeds,,
Haryana,AMBALA,october,cauliflower,,
Haryana,AMBALA,november,wheat,,
Haryana,AMBALA,december,wheat,,
Haryana,AMBALA,march,jute,,
Haryana,AMBALA,june,maize,,
Haryana,AMBALA,july,maize,,
Haryana,AMBALA,june,oilseeds,,
Haryana,AMBALA,july,oilseeds,,
Haryana,AMBALA,september,cauliflower,,
Haryana,AMBALA,november,cauliflower,,
Haryana,AMBALA,december,cauliflower,,
Haryana,AMBALA,october,cabbage,,
Haryana,AMBALA,november,cabbage,,
Haryana,AMBALA,december,cabbage,,
Haryana,AMBALA,april,tomato,,
Haryana,AMBALA,may,tomato,,
Haryana,AMBALA,june,tomato,,
Haryana,AMBALA,november,capsicum,,
Haryana,AMBALA,september,radish,,
Haryana,AMBALA,october,cabbage,,
Haryana,AMBALA,november,cabbage,,
Haryana,AMBALA,october,onion,,
Haryana,AMBALA,november,onion,,
Haryana,AMBALA,january,pulses,,
Haryana,AMBALA,february,pulses,,
Haryana,AMBALA,march,pulses,,
Haryana,AMBALA,september,coriander,,
Haryana,AMBALA,october,garlic,,
Haryana,AMBALA,september,garlic,,
Haryana,AMBALA,november,garlic,,
Haryana,AMBALA,february,bottle gourd,,
Haryana,AMBALA,march,bottle gourd,,
Haryana,AMBALA,june,bottle gourd,,
Haryana,AMBALA,july,bottle gourd,,
Haryana,AMBALA,august,carrot,,
Haryana,AMBALA,september,carrot,,
Haryana,AMBALA,october,carrot,,
Haryana,AMBALA,november,tomato,,
Haryana,AMBALA,december,tomato,,
Haryana,AMBALA,october,tomato,,
Haryana,AMBALA,september,spinach,,
Haryana,AMBALA,october,spinach,,
Haryana,AMBALA,november,spinach,,
Haryana,AMBALA,july,jowar,,
Haryana,FARIDABAD,january,sugarcane,,
Haryana,FARIDABAD,february,sugarcane,,
Haryana,FARIDABAD,march,sugarcane,,
Haryana,FARIDABAD,april,jute,,
Haryana,FARIDABAD,may,jute,,
Haryana,FARIDABAD,june,rice,,
Haryana,FARIDABAD,july,rice,,
Haryana,FARIDABAD,august,oilseeds,,
Haryana,FARIDABAD,september,oilseeds,,
Haryana,FARIDABAD,october,cauliflower,,
Haryana,FARIDABAD,november,wheat,,
Haryana,FARIDABAD,december,wheat,,
Haryana,FARIDABAD,march,jute,,
Haryana,FARIDABAD,june,maize,,
Haryana,FARIDABAD,july,maize,,
Haryana,FARIDABAD,june,oilseeds,,
Haryana,FARIDABAD,july,oilseeds,,
Haryana,FARIDABAD,september,cauliflower,,
Haryana,FARIDABAD,november,cauliflower,,
Haryana,FARIDABAD,december,cauliflower,,
Haryana,FARIDABAD,october,cabbage,,
Haryana,FARIDABAD,november,cabbage,,
Haryana,FARIDABAD,december,cabbage,,
Haryana,FARIDABAD,april,tomato,,
Haryana,FARIDABAD,may,tomato,,
Haryana,FARIDABAD,june,tomato,,
Haryana,FARIDABAD,november,capsicum,,
Haryana,FARIDABAD,september,radish,,
Haryana,FARIDABAD,october,cabbage,,
Haryana,FARIDABAD,november,cabbage,,
Haryana,FARIDABAD,october,onion,,
Haryana,FARIDABAD,november,onion,,
Haryana,FARIDABAD,january,pulses,,
Haryana,FARIDABAD,february,pulses,,
Haryana,FARIDABAD,march,pulses,,
Haryana,FARIDABAD,september,coriander,,
Haryana,FARIDABAD,october,garlic,,
Haryana,FARIDABAD,september,garlic,,
Haryana,FARIDABAD,november,garlic,,
Haryana,FARIDABAD,february,bottle gourd,,
Haryana,FARIDABAD,march,bottle gourd,,
Haryana,FARIDABAD,june,bottle gourd,,
Haryana,FARIDABAD,july,bottle gourd,,
Haryana,FARIDABAD,august,carrot,,
Haryana,FARIDABAD,september,carrot,,
Haryana,FARIDABAD,october,carrot,,
Haryana,FARIDABAD,november,tomato,,
Haryana,FARIDABAD,december,tomato,,
Haryana,FARIDABAD,october,tomato,,
Haryana,FARIDABAD,september,spinach,,
Haryana,FARIDABAD,october,spinach,,
Haryana,FARIDABAD,november,spinach,,
Haryana,FARIDABAD,july,jowar,,
Haryana,GURGAON,january,sugarcane,,
Haryana,GURGAON,february,sugarcane,,
Haryana,GURGAON,march,sugarcane,,
Haryana,GURGAON,april,jute,,
Haryana,GURGAON,may,jute,,
Haryana,GURGAON,june,rice,,
Haryana,GURGAON,july,rice,,
Haryana,GURGAON,august,oilseeds,,
Haryana,GURGAON,september,oilseeds,,
Haryana,GURGAON,october,cauliflower,,
Haryana,GURGAON,november,wheat,,
Haryana,GURGAON,december,wheat,,
Haryana,GURGAON,march,jute,,
Haryana,GURGAON,june,maize,,
Haryana,GURGAON,july,maize,,
Haryana,GURGAON,june,oilseeds,,
Haryana,GURGAON,july,oilseeds,,
Haryana,GURGAON,september,cauliflower,,
Haryana,GURGAON,november,cauliflower,,
Haryana,GURGAON,december,cauliflower,,
Haryana,GURGAON,october,cabbage,,
Haryana,GURGAON,november,cabbage,,
Haryana,GURGAON,december,cabbage,,
Haryana,GURGAON,april,tomato,,
Haryana,GURGAON,may,tomato,,
Haryana,GURGAON,june,tomato,,
Haryana,GURGAON,november,capsicum,,
Haryana,GURGAON,september,radish,,
Haryana,GURGAON,october,cabbage,,
Haryana,GURGAON,november,cabbage,,
Haryana,GURGAON,october,onion,,
Haryana,GURGAON,november,onion,,
Haryana,GURGAON,january,pulses,,
Haryana,GURGAON,february,pulses,,
Haryana,GURGAON,march,pulses,,
Haryana,GURGAON,september,coriander,,
Haryana,GURGAON,october,garlic,,
Haryana,GURGAON,september,garlic,,
Haryana,GURGAON,november,garlic,,
Haryana,GURGAON,february,bottle gourd,,
Haryana,GURGAON,march,bottle gourd,,
Haryana,GURGAON,june,bottle gourd,,
Haryana,GURGAON,july,bottle gourd,,
Haryana,GURGAON,august,carrot,,
Haryana,GURGAON,september,carrot,,
Haryana,GURGAON,october,carrot,,
Haryana,GURGAON,november,tomato,,
Haryana,GURGAON,december,tomato,,
Haryana,GURGAON,october,tomato,,
Haryana,GURGAON,september,spinach,,
Haryana,GURGAON,october,spinach,,
Haryana,GURGAON,november,spinach,,
Haryana,GURGAON,july,jowar,,
Haryana,HISAR,january,sugarcane,,
Haryana,HISAR,february,sugarcane,,
Haryana,HISAR,march,sugarcane,,
Haryana,HISAR,april,jute,,
Haryana,HISAR,may,jute,,
Haryana,HISAR,june,rice,,
Haryana,HISAR,july,rice,,
Haryana,HISAR,august,oilseeds,,
Haryana,HISAR,september,oilseeds,,
Haryana,HISAR,october,cauliflower,,
Haryana,HISAR,november,wheat,,
Haryana,HISAR,december,wheat,,
Haryana,HISAR,march,jute,,
Haryana,HISAR,june,maize,,
Haryana,HISAR,july,maize,,
Haryana,HISAR,june,oilseeds,,
Haryana,HISAR,july,oilseeds,,
Haryana,HISAR,september,cauliflower,,
Haryana,HISAR,november,cauliflower,,
Haryana,HISAR,december,cauliflower,,
Haryana,HISAR,october,cabbage,,
Haryana,HISAR,november,cabbage,,
Haryana,HISAR,december,cabbage,,
Haryana,HISAR,april,tomato,,
Haryana,HISAR,may,tomato,,
Haryana,HISAR,june,tomato,,
Haryana,HISAR,november,capsicum,,
Haryana,HISAR,september,radish,,
Haryana,HISAR,october,cabbage,,
Haryana,HISAR,november,cabbage,,
Haryana,HISAR,october,onion,,
Haryana,HISAR,november,onion,,
Haryana,HISAR,january,pulses,,
Haryana,HISAR,february,pulses,,
Haryana,HISAR,march,pulses,,
Haryana,HISAR,september,coriander,,
Haryana,HISAR,october,garlic,,
Haryana,HISAR,september,garlic,,
Haryana,HISAR,november,garlic,,
Haryana,HISAR,february,bottle gourd,,
Haryana,HISAR,march,bottle gourd,,
Haryana,HISAR,june,bottle gourd,,
Haryana,HISAR,july,bottle gourd,,
Haryana,HISAR,august,carrot,,
Haryana,HISAR,september,carrot,,
Haryana,HISAR,october,carrot,,
Haryana,HISAR,november,tomato,,
Haryana,HISAR,december,tomato,,
Haryana,HISAR,october,tomato,,
Haryana,HISAR,september,spinach,,
Haryana,HISAR,october,spinach,,
Haryana,HISAR,november,spinach,,
Haryana,HISAR,july,jowar,,
Haryana,JHAJJAR,january,sugarcane,,
Haryana,JHAJJAR,february,sugarcane,,
Haryana,JHAJJAR,march,sugarcane,,
Haryana,JHAJJAR,april,jute,,
Haryana,JHAJJAR,may,jute,,
