state_name,district_name,season,crop
Arunachal Pradesh,TAWANG,february,bajra
Arunachal Pradesh,TAWANG,march,rice
Arunachal Pradesh,TAWANG,december,okra
Arunachal Pradesh,TAWANG,january,pomegrenate
Arunachal Pradesh,TAWANG,january,groundnut
Arunachal Pradesh,TAWANG,february,apple
Arunachal Pradesh,TAWANG,march,mango
Arunachal Pradesh,TAWANG,june,potato
Arunachal Pradesh,TAWANG,july,tomato
Arunachal Pradesh,TAWANG,august,wheat 
Arunachal Pradesh,TAWANG,february,bajra
Arunachal Pradesh,TAWANG,march,rice
Arunachal Pradesh,TAWANG,june,okra
Arunachal Pradesh,TAWANG,july,pomegrenate
Arunachal Pradesh,TAWANG,august,groundnut
Arunachal Pradesh,TAWANG,september,apple
Assam,BAKSA,january,mango
Assam,BAKSA,february,potato
Assam,BAKSA,march,tomato
Assam,BAKSA,april,wheat 
Assam,BAKSA,may,bajra
Assam,BAKSA,june,rice
Assam,BAKSA,july,okra
Assam,BAKSA,august,pomegrenate
Assam,BAKSA,september,groundnut
Assam,BAKSA,october,apple
Assam,BAKSA,november,mango
Assam,BAKSA,december,potato
Assam,BAKSA,march,tomato
Assam,BAKSA,april,wheat 
Assam,BAKSA,may,bajra
Assam,BAKSA,march,rice
Assam,BAKSA,january,okra
Assam,BAKSA,february,pomegrenate
Assam,BAKSA,march,groundnut
Assam,BAKSA,april,apple
Assam,BAKSA,may,mango
Assam,BAKSA,june,potato
Assam,BAKSA,november,tomato
Assam,BAKSA,september,wheat 
Assam,BAKSA,october,bajra
Assam,BAKSA,november,rice
Assam,BAKSA,february,okra
Assam,BAKSA,march,pomegrenate
Assam,BAKSA,march,groundnut
Assam,BAKSA,april,apple
Assam,BAKSA,september,mango
Assam,BAKSA,october,potato
Assam,BAKSA,november,tomato
Assam,BAKSA,december,wheat 
Assam,BARPETA,january,bajra
Assam,BARPETA,february,rice
Assam,BARPETA,march,okra
Assam,BARPETA,april,pomegrenate
Assam,BARPETA,may,groundnut
Assam,BARPETA,june,apple
Assam,BARPETA,july,mango
Assam,BARPETA,august,potato
Assam,BARPETA,september,tomato
Assam,BARPETA,october,wheat 
Assam,BARPETA,november,bajra
Assam,BARPETA,december,rice
Assam,BARPETA,march,okra
Assam,BARPETA,april,pomegrenate
Assam,BARPETA,may,groundnut
Assam,BARPETA,march,apple
Assam,BARPETA,january,mango
Assam,BARPETA,february,potato
Assam,BARPETA,march,tomato
Assam,BARPETA,april,wheat 
Assam,BARPETA,may,bajra
Assam,BARPETA,june,rice
Assam,BARPETA,november,okra
Assam,BARPETA,september,pomegrenate
Assam,BARPETA,october,groundnut
Assam,BARPETA,november,apple
Assam,BARPETA,february,mango
Assam,BARPETA,march,potato
Assam,BARPETA,march,tomato
Assam,BARPETA,april,wheat 
Assam,BARPETA,september,bajra
Assam,BARPETA,october,rice
Assam,BARPETA,november,okra
Assam,BARPETA,december,pomegrenate
Assam,DARRANG,january,groundnut
Assam,DARRANG,february,apple
Assam,DARRANG,march,mango
Assam,DARRANG,april,potato
Assam,DARRANG,may,tomato
Assam,DARRANG,june,wheat 
Assam,DARRANG,july,bajra
Assam,DARRANG,august,rice
Assam,DARRANG,september,okra
Assam,DARRANG,october,pomegrenate
Assam,DARRANG,november,groundnut
Assam,DARRANG,december,apple
Assam,DARRANG,march,mango
Assam,DARRANG,april,potato
Assam,DARRANG,may,tomato
Assam,DARRANG,march,wheat 
Assam,DARRANG,january,bajra
Assam,DARRANG,february,rice
Assam,DARRANG,march,okra
Assam,DARRANG,april,pomegrenate
Assam,DARRANG,may,groundnut
Assam,DARRANG,june,apple
Assam,DARRANG,november,mango
Assam,DARRANG,september,potato
Assam,DARRANG,october,tomato
Assam,DARRANG,november,wheat 
Assam,DARRANG,february,bajra
Assam,DARRANG,march,rice
Assam,DARRANG,march,okra
Assam,DARRANG,april,pomegrenate
Assam,DARRANG,september,groundnut
Assam,DARRANG,october,apple
Assam,DARRANG,november,mango
Assam,DARRANG,december,potato
Assam,GOALPARA,january,tomato
Assam,GOALPARA,february,wheat 
Assam,GOALPARA,march,bajra
Assam,GOALPARA,april,rice
Assam,GOALPARA,may,okra
Assam,GOALPARA,june,pomegrenate
Assam,GOALPARA,july,groundnut
Assam,GOALPARA,august,apple
Assam,GOALPARA,september,mango
Assam,GOALPARA,october,potato
Assam,GOALPARA,november,tomato
Assam,GOALPARA,december,wheat 
Assam,GOALPARA,march,bajra
Assam,GOALPARA,april,rice
Assam,GOALPARA,may,okra
Assam,GOALPARA,march,pomegrenate
Assam,GOALPARA,january,groundnut
Assam,GOALPARA,february,apple
Assam,GOALPARA,march,mango
Assam,GOALPARA,april,potato
Assam,GOALPARA,may,tomato
Assam,GOALPARA,june,wheat 
Assam,GOALPARA,november,bajra
Assam,GOALPARA,september,rice
Assam,GOALPARA,october,okra
Assam,GOALPARA,november,pomegrenate
Assam,GOALPARA,february,groundnut
Assam,GOALPARA,march,apple
Assam,GOALPARA,march,mango
Assam,GOALPARA,april,potato
Assam,GOALPARA,september,tomato
Assam,GOALPARA,october,wheat 
Assam,GOALPARA,november,bajra
Assam,GOALPARA,december,rice
Assam,NAGAON,january,okra
Assam,NAGAON,february,pomegrenate
Assam,NAGAON,march,groundnut
Assam,NAGAON,april,apple
Assam,NAGAON,may,mango
Assam,NAGAON,june,potato
Assam,NAGAON,july,tomato
Assam,NAGAON,august,wheat 
Assam,NAGAON,september,bajra
Assam,NAGAON,october,rice
Assam,NAGAON,november,okra
Assam,NAGAON,december,pomegrenate
Assam,NAGAON,march,groundnut
Assam,NAGAON,april,apple
Assam,NAGAON,may,mango
Assam,NAGAON,march,potato
Assam,NAGAON,january,tomato
Assam,NAGAON,february,wheat 
Assam,NAGAON,march,bajra
Assam,NAGAON,april,rice
Assam,NAGAON,may,okra
Assam,NAGAON,june,pomegrenate
Assam,NAGAON,november,groundnut
Assam,NAGAON,september,apple
Assam,NAGAON,october,mango
Assam,NAGAON,november,potato
Assam,NAGAON,february,tomato
Assam,NAGAON,march,wheat 
Assam,NAGAON,march,bajra
Assam,NAGAON,april,rice
Assam,NAGAON,september,okra
Assam,NAGAON,october,pomegrenate
Assam,NAGAON,november,groundnut
Assam,NAGAON,december,apple
Bihar,ARARIA,january,mango
Bihar,ARARIA,february,potato
Bihar,ARARIA,march,tomato
Bihar,ARARIA,april,wheat 
Bihar,ARARIA,may,bajra
Bihar,ARARIA,june,rice
Bihar,ARARIA,july,okra
Bihar,ARARIA,august,pomegrenate
Bihar,ARARIA,september,groundnut
Bihar,ARARIA,october,apple
Bihar,ARARIA,november,mango
Bihar,ARARIA,december,potato
Bihar,ARARIA,march,tomato
Bihar,ARARIA,june,wheat 
Bihar,ARARIA,july,bajra
Bihar,ARARIA,june,rice
Bihar,ARARIA,july,okra
Bihar,ARARIA,september,pomegrenate
Bihar,ARARIA,november,groundnut
Bihar,ARARIA,december,apple
Bihar,ARARIA,october,mango
Bihar,ARARIA,november,potato
Bihar,ARARIA,december,tomato
Bihar,ARARIA,april,wheat 
Bihar,ARARIA,may,bajra
Bihar,ARARIA,june,rice
Bihar,ARARIA,november,okra
Bihar,ARARIA,september,pomegrenate
Bihar,ARARIA,october,groundnut
Bihar,ARARIA,november,apple
Bihar,ARARIA,february,mango
Bihar,ARARIA,march,potato
Bihar,ARARIA,march,tomato
Bihar,ARARIA,april,wheat 
Bihar,ARARIA,october,bajra
Bihar,ARARIA,november,rice
Bihar,ARARIA,december,okra
Bihar,ARARIA,october,pomegrenate
Bihar,ARARIA,november,groundnut
Bihar,ARARIA,december,apple
Bihar,ARARIA,october,mango
Bihar,ARARIA,november,potato
Bihar,ARARIA,january,tomato
Bihar,ARARIA,february,wheat 
Bihar,ARARIA,march,bajra
Bihar,ARARIA,september,rice
Bihar,ARARIA,october,okra
Bihar,ARARIA,september,pomegrenate
Bihar,ARARIA,november,groundnut
Bihar,ARARIA,february,apple
Bihar,ARARIA,march,mango
Bihar,ARARIA,june,potato
Bihar,ARARIA,july,tomato
Bihar,ARARIA,august,wheat 
Bihar,ARARIA,september,bajra
Bihar,ARARIA,october,rice
Bihar,ARARIA,november,okra
Bihar,ARARIA,december,pomegrenate
Bihar,ARARIA,october,groundnut
Bihar,ARARIA,september,apple
Bihar,ARARIA,october,mango
Bihar,ARARIA,november,potato
Bihar,ARARIA,august,tomato
Bihar,ARARIA,september,wheat 
Bihar,ARARIA,october,bajra
Bihar,ARARIA,november,rice
Bihar,ARARIA,january,okra
Bihar,ARARIA,october,pomegrenate
Bihar,ARARIA,november,groundnut
Bihar,AURANGABAD,january,apple
Bihar,AURANGABAD,february,mango
Bihar,AURANGABAD,march,potato
Bihar,AURANGABAD,april,tomato
Bihar,AURANGABAD,may,wheat 
Bihar,AURANGABAD,june,bajra
Bihar,AURANGABAD,july,rice
Bihar,AURANGABAD,august,okra
Bihar,AURANGABAD,september,pomegrenate
Bihar,AURANGABAD,october,groundnut
Bihar,AURANGABAD,november,apple
Bihar,AURANGABAD,december,mango
Bihar,AURANGABAD,march,potato
Bihar,AURANGABAD,june,tomato
Bihar,AURANGABAD,july,wheat 
Bihar,AURANGABAD,june,bajra
Bihar,AURANGABAD,july,rice
Bihar,AURANGABAD,september,okra
Bihar,AURANGABAD,november,pomegrenate
Bihar,AURANGABAD,december,groundnut
Bihar,AURANGABAD,october,apple
Bihar,AURANGABAD,november,mango
Bihar,AURANGABAD,december,potato
Bihar,AURANGABAD,april,tomato
Bihar,AURANGABAD,may,wheat 
Bihar,AURANGABAD,june,bajra
Bihar,AURANGABAD,november,rice
Bihar,AURANGABAD,september,okra
Bihar,AURANGABAD,october,pomegrenate
Bihar,AURANGABAD,november,groundnut
Bihar,AURANGABAD,february,apple
Bihar,AURANGABAD,march,mango
Bihar,AURANGABAD,march,potato
Bihar,AURANGABAD,april,tomato
Bihar,AURANGABAD,october,wheat 
Bihar,AURANGABAD,november,bajra
Bihar,AURANGABAD,december,rice
Bihar,AURANGABAD,october,okra
Bihar,AURANGABAD,november,pomegrenate
Bihar,AURANGABAD,december,groundnut
Bihar,AURANGABAD,october,apple
Bihar,AURANGABAD,november,mango
Bihar,AURANGABAD,january,potato
Bihar,AURANGABAD,february,tomato
Bihar,AURANGABAD,march,wheat 
Bihar,AURANGABAD,september,bajra
Bihar,AURANGABAD,october,rice
Bihar,AURANGABAD,september,okra
Bihar,AURANGABAD,november,pomegrenate
Bihar,AURANGABAD,february,groundnut
Bihar,AURANGABAD,march,apple
Bihar,AURANGABAD,june,mango
Bihar,AURANGABAD,july,potato
Bihar,AURANGABAD,august,tomato
Bihar,AURANGABAD,september,wheat 
Bihar,AURANGABAD,october,bajra
Bihar,AURANGABAD,november,rice
Bihar,AURANGABAD,december,okra
Bihar,AURANGABAD,october,pomegrenate
Bihar,AURANGABAD,september,groundnut
Bihar,AURANGABAD,october,apple
Bihar,AURANGABAD,november,mango
Bihar,AURANGABAD,august,potato
Bihar,AURANGABAD,september,tomato
Bihar,AURANGABAD,october,wheat 
Bihar,AURANGABAD,november,bajra
Bihar,AURANGABAD,january,rice
Bihar,AURANGABAD,october,okra
Bihar,AURANGABAD,november,pomegrenate
Bihar,BEGUSARAI,january,groundnut
Bihar,BEGUSARAI,february,apple
Bihar,BEGUSARAI,march,mango
Bihar,BEGUSARAI,april,potato
Bihar,BEGUSARAI,may,tomato
Bihar,BEGUSARAI,june,wheat 
Bihar,BEGUSARAI,july,bajra
Bihar,BEGUSARAI,august,rice
Bihar,BEGUSARAI,september,okra
Bihar,BEGUSARAI,october,pomegrenate
Bihar,BEGUSARAI,november,groundnut
Bihar,BEGUSARAI,december,apple
Bihar,BEGUSARAI,march,mango
Bihar,BEGUSARAI,june,potato
Bihar,BEGUSARAI,july,tomato
Bihar,BEGUSARAI,june,wheat 
Bihar,BEGUSARAI,july,bajra
Bihar,BEGUSARAI,september,rice
Bihar,BEGUSARAI,november,okra
Bihar,BEGUSARAI,december,pomegrenate
Bihar,BEGUSARAI,october,groundnut
Bihar,BEGUSARAI,november,apple
Bihar,BEGUSARAI,december,mango
Bihar,BEGUSARAI,april,potato
Bihar,BEGUSARAI,may,tomato
Bihar,BEGUSARAI,june,wheat 
Bihar,BEGUSARAI,november,bajra
Bihar,BEGUSARAI,september,rice
Bihar,BEGUSARAI,october,okra
Bihar,BEGUSARAI,november,pomegrenate
Bihar,BEGUSARAI,february,groundnut
Bihar,BEGUSARAI,march,apple
Bihar,BEGUSARAI,march,mango
Bihar,BEGUSARAI,april,potato
Bihar,BEGUSARAI,october,tomato
Bihar,BEGUSARAI,november,wheat 
Bihar,BEGUSARAI,december,bajra
Bihar,BEGUSARAI,october,rice
Bihar,BEGUSARAI,november,okra
Bihar,BEGUSARAI,december,pomegrenate
Bihar,BEGUSARAI,october,groundnut
Bihar,BEGUSARAI,november,apple
Bihar,BEGUSARAI,january,mango
Bihar,BEGUSARAI,february,potato
Bihar,BEGUSARAI,march,tomato
Bihar,BEGUSARAI,september,wheat 
Bihar,BEGUSARAI,october,bajra
Bihar,BEGUSARAI,september,rice
Bihar,BEGUSARAI,november,okra
Bihar,BEGUSARAI,february,pomegrenate
Bihar,BEGUSARAI,march,groundnut
Bihar,BEGUSARAI,june,apple
Bihar,BEGUSARAI,july,mango
Bihar,BEGUSARAI,august,potato
Bihar,BEGUSARAI,september,tomato
Bihar,BEGUSARAI,october,wheat 
Bihar,BEGUSARAI,november,bajra
Bihar,BEGUSARAI,december,rice
Bihar,BEGUSARAI,october,okra
Bihar,BEGUSARAI,september,pomegrenate
Bihar,BEGUSARAI,october,groundnut
Bihar,BEGUSARAI,november,apple
Bihar,BEGUSARAI,august,mango
Bihar,BEGUSARAI,september,potato
Bihar,BEGUSARAI,october,tomato
Bihar,BEGUSARAI,november,wheat 
Bihar,BEGUSARAI,january,bajra
Bihar,BEGUSARAI,october,rice
Bihar,BEGUSARAI,november,okra
Bihar,BHAGALPUR,january,pomegrenate
Bihar,BHAGALPUR,february,groundnut
Bihar,BHAGALPUR,march,apple
Bihar,BHAGALPUR,april,mango
Bihar,BHAGALPUR,may,potato
Bihar,BHAGALPUR,june,tomato
Bihar,BHAGALPUR,july,wheat 
Bihar,BHAGALPUR,august,bajra
Bihar,BHAGALPUR,september,rice
Bihar,BHAGALPUR,october,okra
Bihar,BHAGALPUR,november,pomegrenate
Bihar,BHAGALPUR,december,groundnut
Bihar,BHAGALPUR,march,apple
Bihar,BHAGALPUR,june,mango
Bihar,BHAGALPUR,july,potato
Bihar,BHAGALPUR,june,tomato
Bihar,BHAGALPUR,july,wheat 
Bihar,BHAGALPUR,september,bajra
Bihar,BHAGALPUR,november,rice
Bihar,BHAGALPUR,december,okra
Bihar,BHAGALPUR,october,pomegrenate
Bihar,BHAGALPUR,november,groundnut
Bihar,BHAGALPUR,december,apple
Bihar,BHAGALPUR,april,mango
Bihar,BHAGALPUR,may,potato
Bihar,BHAGALPUR,june,tomato
Bihar,BHAGALPUR,november,wheat 
Bihar,BHAGALPUR,september,bajra
Bihar,BHAGALPUR,october,rice
Bihar,BHAGALPUR,november,okra
Bihar,BHAGALPUR,february,pomegrenate
Bihar,BHAGALPUR,march,groundnut
Bihar,BHAGALPUR,march,apple
Bihar,BHAGALPUR,april,mango
Bihar,BHAGALPUR,october,potato
Bihar,BHAGALPUR,november,tomato
Bihar,BHAGALPUR,december,wheat 
Bihar,BHAGALPUR,october,bajra
Bihar,BHAGALPUR,november,rice
Bihar,BHAGALPUR,december,okra
Bihar,BHAGALPUR,october,pomegrenate
Bihar,BHAGALPUR,november,groundnut
Bihar,BHAGALPUR,january,apple
Bihar,BHAGALPUR,february,mango
Bihar,BHAGALPUR,march,potato
Bihar,BHAGALPUR,september,tomato
Bihar,BHAGALPUR,october,wheat 
Bihar,BHAGALPUR,september,bajra
Bihar,BHAGALPUR,november,rice
Bihar,BHAGALPUR,february,okra
Bihar,BHAGALPUR,march,pomegrenate
Bihar,BHAGALPUR,june,groundnut
Bihar,BHAGALPUR,july,apple
Bihar,BHAGALPUR,august,mango
Bihar,BHAGALPUR,september,potato
Bihar,BHAGALPUR,october,tomato
Bihar,BHAGALPUR,november,wheat 
Bihar,BHAGALPUR,december,bajra
Bihar,BHAGALPUR,october,rice
Bihar,BHAGALPUR,september,okra
Bihar,BHAGALPUR,october,pomegrenate
Bihar,BHAGALPUR,november,groundnut
Bihar,BHAGALPUR,august,apple
Bihar,BHAGALPUR,september,mango
Bihar,BHAGALPUR,october,potato
Bihar,BHAGALPUR,november,tomato
Bihar,BHAGALPUR,january,wheat 
Bihar,BHAGALPUR,october,bajra
Bihar,BHAGALPUR,november,rice
Bihar,BHOJPUR,january,okra
Bihar,BHOJPUR,february,pomegrenate
Bihar,BHOJPUR,march,groundnut
Bihar,BHOJPUR,april,apple
Bihar,BHOJPUR,may,mango
Bihar,BHOJPUR,june,potato
Bihar,BHOJPUR,july,tomato
Bihar,BHOJPUR,august,wheat 
Bihar,BHOJPUR,september,bajra
Bihar,BHOJPUR,october,rice
Bihar,BHOJPUR,november,okra
Bihar,BHOJPUR,december,pomegrenate
Bihar,BHOJPUR,march,groundnut
Bihar,BHOJPUR,june,apple
Bihar,BHOJPUR,july,mango
Bihar,BHOJPUR,june,potato
Bihar,BHOJPUR,july,tomato
Bihar,BHOJPUR,september,wheat 
Bihar,BHOJPUR,november,bajra
Bihar,BHOJPUR,december,rice
Bihar,BHOJPUR,october,okra
Bihar,BHOJPUR,november,pomegrenate
Bihar,BHOJPUR,december,groundnut
Bihar,BHOJPUR,april,apple
Bihar,BHOJPUR,may,mango
Bihar,BHOJPUR,june,potato
Bihar,BHOJPUR,november,tomato
Bihar,BHOJPUR,september,wheat 
Bihar,BHOJPUR,october,bajra
Bihar,BHOJPUR,november,rice
Bihar,BHOJPUR,february,mango
Bihar,BHOJPUR,march,potato
Bihar,BHOJPUR,march,tomato
Bihar,BHOJPUR,april,wheat 
Bihar,BHOJPUR,october,bajra
Bihar,BHOJPUR,november,rice
Bihar,BHOJPUR,december,mango
Bihar,BHOJPUR,october,potato
Bihar,BHOJPUR,november,tomato
Bihar,BHOJPUR,december,wheat 
Bihar,BHOJPUR,october,bajra
Bihar,BHOJPUR,november,rice
Bihar,BHOJPUR,january,mango
Bihar,BHOJPUR,february,potato
Bihar,BHOJPUR,march,tomato
Bihar,BHOJPUR,september,wheat 
Bihar,BHOJPUR,october,bajra
Bihar,BHOJPUR,september,rice
Bihar,BHOJPUR,november,mango
Bihar,BHOJPUR,february,potato
Bihar,BHOJPUR,march,tomato
Bihar,BHOJPUR,june,wheat 
Bihar,BHOJPUR,july,bajra
Bihar,BHOJPUR,august,rice
Bihar,BHOJPUR,september,mango
Bihar,BHOJPUR,october,potato
Bihar,BHOJPUR,november,tomato
Bihar,BHOJPUR,december,wheat 
Bihar,BHOJPUR,october,bajra
Bihar,BHOJPUR,september,rice
Bihar,BHOJPUR,october,mango
Bihar,BHOJPUR,november,potato
Bihar,BHOJPUR,august,tomato
Bihar,BHOJPUR,september,wheat 
Bihar,BHOJPUR,october,bajra
Bihar,BHOJPUR,november,rice
Bihar,BHOJPUR,january,mango
Bihar,BHOJPUR,october,potato
Bihar,BHOJPUR,november,tomato
Bihar,BUXAR,january,wheat 
Bihar,BUXAR,february,bajra
Bihar,BUXAR,march,rice
Bihar,BUXAR,april,mango
Bihar,BUXAR,may,potato
Bihar,BUXAR,june,tomato
Bihar,BUXAR,july,wheat 
Bihar,BUXAR,august,bajra
Bihar,BUXAR,september,rice
Bihar,BUXAR,october,mango
Bihar,BUXAR,november,potato
Bihar,BUXAR,december,tomato
Bihar,BUXAR,march,wheat 
Bihar,BUXAR,june,bajra
Bihar,BUXAR,july,rice
Bihar,BUXAR,june,mango
Bihar,BUXAR,july,potato
Bihar,BUXAR,september,tomato
Bihar,BUXAR,november,wheat 
Bihar,BUXAR,december,bajra
Bihar,BUXAR,october,rice
Bihar,BUXAR,november,mango
Bihar,BUXAR,december,potato
Bihar,BUXAR,april,tomato
Bihar,BUXAR,may,wheat 
Bihar,BUXAR,june,bajra
Bihar,BUXAR,november,rice
Bihar,BUXAR,september,mango
Bihar,BUXAR,october,potato
Bihar,BUXAR,november,tomato
Bihar,BUXAR,february,wheat 
Bihar,BUXAR,march,bajra
Bihar,BUXAR,march,rice
Bihar,BUXAR,april,mango
Bihar,BUXAR,october,potato
Bihar,BUXAR,november,tomato
Bihar,BUXAR,december,wheat 
Bihar,BUXAR,october,bajra
Bihar,BUXAR,november,rice
Bihar,BUXAR,december,mango
Bihar,BUXAR,october,potato
Bihar,BUXAR,november,tomato
Bihar,BUXAR,january,wheat 
Bihar,BUXAR,february,bajra
Bihar,BUXAR,march,rice
Bihar,BUXAR,september,mango
Bihar,BUXAR,october,potato
Bihar,BUXAR,september,tomato
Bihar,BUXAR,november,wheat 
Bihar,BUXAR,february,bajra
Bihar,BUXAR,march,rice
Bihar,BUXAR,june,mango
Bihar,BUXAR,july,potato
Bihar,BUXAR,august,tomato
Bihar,BUXAR,september,wheat 
Bihar,BUXAR,october,bajra
Bihar,BUXAR,november,rice
Bihar,BUXAR,december,mango
Bihar,BUXAR,october,potato
Bihar,BUXAR,september,tomato
Bihar,BUXAR,october,wheat 
Bihar,BUXAR,november,bajra
Bihar,BUXAR,august,rice
Bihar,BUXAR,september,mango
Bihar,BUXAR,october,potato
Bihar,BUXAR,november,tomato
Bihar,BUXAR,january,wheat 
Bihar,BUXAR,october,bajra
Bihar,BUXAR,november,rice
Bihar,DARBHANGA,january,mango
Bihar,DARBHANGA,february,potato
Bihar,DARBHANGA,march,tomato
Bihar,DARBHANGA,april,wheat 
Bihar,DARBHANGA,may,bajra
Bihar,DARBHANGA,june,rice
Bihar,DARBHANGA,july,mango
Bihar,DARBHANGA,august,potato
Bihar,DARBHANGA,september,tomato
Bihar,DARBHANGA,october,wheat 
Bihar,DARBHANGA,november,bajra
Bihar,DARBHANGA,december,rice
Bihar,DARBHANGA,march,mango
Bihar,DARBHANGA,june,potato
Bihar,DARBHANGA,july,tomato
Bihar,DARBHANGA,june,wheat 
Bihar,DARBHANGA,july,bajra
Bihar,DARBHANGA,september,rice
Bihar,DARBHANGA,november,mango
Bihar,DARBHANGA,december,potato
Bihar,DARBHANGA,october,tomato
Bihar,DARBHANGA,november,wheat 
Bihar,DARBHANGA,december,bajra
Bihar,DARBHANGA,april,rice
Bihar,DARBHANGA,may,mango
Bihar,DARBHANGA,june,potato
Bihar,DARBHANGA,november,tomato
Bihar,DARBHANGA,september,wheat 
Bihar,DARBHANGA,october,bajra
Bihar,DARBHANGA,november,rice
Bihar,DARBHANGA,february,mango
Bihar,DARBHANGA,march,potato
Bihar,DARBHANGA,march,tomato
Bihar,DARBHANGA,april,wheat 
Bihar,DARBHANGA,october,bajra
Bihar,DARBHANGA,november,rice
Bihar,DARBHANGA,december,mango
Bihar,DARBHANGA,october,potato
Bihar,DARBHANGA,november,tomato
Bihar,DARBHANGA,december,wheat 
Bihar,DARBHANGA,october,bajra
Bihar,DARBHANGA,november,rice
Bihar,DARBHANGA,january,mango
Bihar,DARBHANGA,february,potato
Bihar,DARBHANGA,march,tomato
Bihar,DARBHANGA,september,wheat 
Bihar,DARBHANGA,october,bajra
Bihar,DARBHANGA,september,rice
Bihar,DARBHANGA,november,mango
Bihar,DARBHANGA,february,potato
Bihar,DARBHANGA,march,tomato
Bihar,DARBHANGA,june,wheat 
Bihar,DARBHANGA,july,bajra
Bihar,DARBHANGA,august,rice
Bihar,DARBHANGA,september,mango
Bihar,DARBHANGA,october,potato
Bihar,DARBHANGA,november,tomato
Bihar,DARBHANGA,december,wheat 
Bihar,DARBHANGA,october,bajra
Bihar,DARBHANGA,september,rice
Bihar,DARBHANGA,october,mango
Bihar,DARBHANGA,november,potato
Bihar,DARBHANGA,august,tomato
Bihar,DARBHANGA,september,wheat 
Bihar,DARBHANGA,october,bajra
Bihar,DARBHANGA,november,rice
Bihar,DARBHANGA,january,mango
Bihar,DARBHANGA,october,potato
Bihar,DARBHANGA,november,tomato
Bihar,GAYA,january,wheat 
Bihar,GAYA,february,bajra
Bihar,GAYA,march,rice
Bihar,GAYA,april,mango
Bihar,GAYA,may,potato
Bihar,GAYA,june,tomato
Bihar,GAYA,july,wheat 
Bihar,GAYA,august,bajra
Bihar,GAYA,september,rice
Bihar,GAYA,october,mango
Bihar,GAYA,november,potato
Bihar,GAYA,december,tomato
Bihar,GAYA,march,wheat 
Bihar,GAYA,june,bajra
Bihar,GAYA,july,rice
Bihar,GAYA,june,mango
Bihar,GAYA,july,potato
Bihar,GAYA,september,tomato
Bihar,GAYA,november,wheat 
Bihar,GAYA,december,bajra
Bihar,GAYA,october,rice
Bihar,GAYA,november,mango
Bihar,GAYA,december,potato
Bihar,GAYA,april,tomato
Bihar,GAYA,may,wheat 
Bihar,GAYA,june,bajra
Bihar,GAYA,november,rice
Bihar,GAYA,september,mango
Bihar,GAYA,october,potato
Bihar,GAYA,november,tomato
Bihar,GAYA,february,wheat 
Bihar,GAYA,march,bajra
Bihar,GAYA,march,rice
Bihar,GAYA,april,mango
Bihar,GAYA,october,potato
Bihar,GAYA,november,tomato
Bihar,GAYA,december,wheat 
Bihar,GAYA,october,bajra
Bihar,GAYA,november,rice
Bihar,GAYA,december,mango
Bihar,GAYA,october,potato
Bihar,GAYA,november,tomato
Bihar,GAYA,january,wheat 
Bihar,GAYA,february,bajra
Bihar,GAYA,march,rice
Bihar,GAYA,september,mango
Bihar,GAYA,october,potato
Bihar,GAYA,september,tomato
Bihar,GAYA,november,wheat 
Bihar,GAYA,february,bajra
Bihar,GAYA,march,rice
Bihar,GAYA,june,mango
Bihar,GAYA,july,potato
Bihar,GAYA,august,tomato
Bihar,GAYA,september,wheat 
Bihar,GAYA,october,bajra
Bihar,GAYA,november,rice
Bihar,GAYA,december,mango
Bihar,GAYA,october,potato
Bihar,GAYA,september,tomato
Bihar,GAYA,october,wheat 
Bihar,GAYA,november,bajra
Bihar,GAYA,august,rice
Bihar,GAYA,september,mango
Bihar,GAYA,october,potato
Bihar,GAYA,november,tomato
Bihar,GAYA,january,wheat 
Bihar,GAYA,october,bajra
Bihar,GAYA,november,rice
Bihar,GOPALGANJ,january,mango
Bihar,GOPALGANJ,february,potato
Bihar,GOPALGANJ,march,tomato
Bihar,GOPALGANJ,april,wheat 
Bihar,GOPALGANJ,may,bajra
Bihar,GOPALGANJ,june,rice
Bihar,GOPALGANJ,july,mango
Bihar,GOPALGANJ,august,potato
Bihar,GOPALGANJ,september,tomato
Bihar,GOPALGANJ,october,wheat 
Bihar,GOPALGANJ,november,bajra
Bihar,GOPALGANJ,december,rice
Bihar,GOPALGANJ,march,mango
Bihar,GOPALGANJ,june,potato
Bihar,GOPALGANJ,july,tomato
Bihar,GOPALGANJ,june,wheat 
Bihar,GOPALGANJ,july,bajra
Bihar,GOPALGANJ,september,rice
Bihar,GOPALGANJ,november,mango
Bihar,GOPALGANJ,december,potato
Bihar,GOPALGANJ,october,tomato
Bihar,GOPALGANJ,november,wheat 
Bihar,GOPALGANJ,december,bajra
Bihar,GOPALGANJ,april,rice
Bihar,GOPALGANJ,may,mango
Bihar,GOPALGANJ,june,potato
Bihar,GOPALGANJ,november,tomato
Bihar,GOPALGANJ,september,wheat 
Bihar,GOPALGANJ,october,bajra
Bihar,GOPALGANJ,november,rice
Bihar,GOPALGANJ,february,mango
Bihar,GOPALGANJ,march,potato
Bihar,GOPALGANJ,march,tomato
Bihar,GOPALGANJ,april,wheat 
Bihar,GOPALGANJ,october,bajra
Bihar,GOPALGANJ,november,rice
Bihar,GOPALGANJ,december,mango
Bihar,GOPALGANJ,october,potato
Bihar,GOPALGANJ,november,tomato
Bihar,GOPALGANJ,december,wheat 
